Type,ID,Title,S1,S2,S3,S4,S5,S6,S7,S8,Sentence
P0487,232,惊了！最新数据：全澳超4成上班族体重超标！上班没时间管理自己的身材？一套动作10分钟，相当于跑步3000米，健身房1小时, 脂肪越囤越多,把身材撑大,,,,,,,太贵了：请私教一节课就要上千，买装备还要做好功课，很麻烦... 脂肪越囤越多，把身材撑大▼ 而椅子轻瑜伽，却能完美解决上面的问题
P0979,233,【读者投稿】走去走来 -,肥壮得像怪物,认不出来,,,,,,,肥壮得像怪物，难怪认不出来
P0920,234,"胖子终于有救了! 澳洲药房推神奇黑科技! 做个简单小测试, 肉就没了...",来澳洲,控制不住地长胖了,是澳洲,变胖,基因作祟,体重增加,,,来澳洲， 很多人都控制不住地长胖了， 有人感叹是澳洲让人体重增加， 但是， 专家最新研究， 其实变胖可能是基因作祟
P0309,235,台南男腋下汗腺發炎化膿逾2年 手術切除植皮獲改善,体型肥胖,肥胖者,皮肤皱折多,皮肤毛囊阻塞发炎,,,,,叶敬淳指出，化脓性汗腺炎与体型肥胖、抽烟习惯、家族史等因素有关，肥胖者因皮肤皱折多，加上免疫反应不稳定，易导致皮肤毛囊阻塞发炎，抽烟也会增加毛囊阻塞机率，导致组织反复发炎，汗腺较发达民众应提高警觉，透过早期诊断与治疗，有助减缓病情进展
P0271,236,别再嘲沈腾老婆胖了，这5位男星都娶了“胖老婆”，却个个很宠妻,身材发福,一 如既往地宠爱,他对江嘉年的爱意是非常真诚 的,,,,,,后来虽然江嘉年身材发福，面容苍老，长相身材都并不出众，但梁家辉对妻子是一 如既往地宠爱，而且经常会在亲吻妻子，看得出来他对江嘉年的爱意是非常真诚 的
P0108,237,不是错觉：过了这个年纪，长胖真的更容易, 25 岁后,发福界线,,,,,,,这不禁让人疑惑，难道说，身体在 25 岁后就悄然设下了一道“发福界线”
P0924,238,脂肪肝泛滥背后，是中国人的代谢危机,脂肪肝,,,,,,,,外形看起来并不肥胖的中国人，怎么就摊上了脂肪肝
P1050,239,郭碧婷《浪姐5》路透，近状曝光胖了一圈，双下巴明显超有贵妇范,身材胖了一圈,气质也发生了很大的变化,,,,,,,近日，郭碧婷录制《浪姐5》的路透视频被媒体释出，近状曝光身材胖了一圈，气质也发生了很大的变化
P0004,240,3类人的肝脏属于“易胖体质”，肝癌风险也在升高,肝脏…..长胖,,,,,,,,你的肝脏是怎样长胖的
P0405,241,奇葩！300斤网红坐飞机要求免费加3座，还以命相逼地勤推自己下机？网友：又胖又作！,胖人,,,,,,,,所以杰琳提到的胖人出行需要的轮椅、超大型床、大号马桶等，确实也有一定增设的必要
P1046,242,"郑伊健爱妻在日4年胖27斤,希望观众接受全新的她",吃胖,,,,,,,,蒙嘉慧过去4年不时分享隐居照片，被网友发现腹部隆起怀疑有喜了，当时蒙嘉慧自嘲是吃胖了，如今也再度澄清怀孕传闻
P0045,243,68岁林青霞疑不穿内衣惹争议 身材发福似大妈,身材发福,与普通大妈无异,,,,,,,人总是会老的林青霞也不例外，即使如今的林青霞已经像有些网友所说的那样，身材发福与普通大妈无异
P1010,244,身材决定寿命？研究发现：活过80岁的老人，身材大多有两个特征,微胖,,,,,,,,偏瘦的老年人很可能是营养吸收较差导致的偏瘦，而微胖的老年人则说明可正常吸收营养，身体的免疫力自然也会好一些
P0513,245,打死也不回国！凤姐现状再曝光，牙齿脱落没钱补，称当初被电视节目糟蹋了…,胖成….美国人的模样,垃圾汉堡喂大的,身材臃肿,,,,,,最近网上又曝凤姐近况，15年的美国生活，已经胖成垃圾汉堡喂大的美国人的模样，身材臃肿，牙齿又脱落...... 1 至今没有获得美国绿卡，多次强调“仍在努力” 掐指一算，凤姐罗玉凤，今年已经40岁了
P0924,246,脂肪肝泛滥背后，是中国人的代谢危机,中心型肥胖,腹部突出,苹果型身材,,,,,,而中心型肥胖者四肢可能比较纤细，但腹部突出，这种特殊的体型在日常生活中也常被称作“苹果型身材”
P0205,247,【健康知识】胖哪儿都不能胖这里！,微微凸起的小腹,胖肚子,,,,,,,可是在女性眼里，微微凸起的小腹就算胖肚子
P0176,248,伊能靜巴黎狂吃甜點稱發福了,小腹部分似乎有些微凸,,,,,,,,影片中她开箱喜欢的纯白色饭店布置、分享了多套穿搭，但穿著较贴身连身裙的她，小腹部分似乎有些微凸
P0042,249,"60岁水均益现身加拿大,身材发福,大腹便便遭嘲笑",,,,,,,,,其实在去年的时候，就有美女晒出与水均益的合照，但是当时他的肚子还是平的，并没有这么大
P0890,250,肥肉长在哪里最危险？50岁后脂肪长在这个部位或更易老年痴呆！,腰臀比例大于0.9,内脏脂肪过剩,高危,腹型肥胖,,,,,腰臀比：男性腰臀比例大于0.9、女性大于0.8，表明是内脏脂肪过剩的高危人群，大于1.0即为腹型肥胖
P0642,251,海南航空关于要”过重“空姐停飞的规定在中国引起公愤,变胖,,,,,,,,体重没有超过标准5%的空姐会被航空公司每个月进行检查，预防他们变胖
P0883,252,《老情歌》吕方暴肥模样曝光 「胖到看不见脖子」身材大走钟,体重再 度直线飙升,身形明显暴肥一圈,脸部也圆润不少,几乎是过往的2倍 大,,,,,没想到才事隔半年，他于日前出席黑龙江的拼盘演唱会时，只见体重再 度直线飙升，登台献唱《弯弯的月亮》时，不仅身形明显暴肥一圈，脸部也圆润不少，几乎是过往的2倍 大
P0918,253,胖一点的老人和瘦一点的老人，谁更长寿？调查55万人后给出答案,稍微胖点,能更好的抵抗疾病,降低死亡率,,,,,,上海中医药大学附属岳阳中西医结合医院史晓主任医师指出：老年人稍微胖点能更好的抵抗疾病，降低死亡率
P0108,254,不是错觉：过了这个年纪，长胖真的更容易,肌肉流失,降低…代谢率,难瘦易胖体质,,,,,,如果仅仅追求减少重量，而不去降低体脂肪比例，甚至造成肌肉流失，就会降低自己的代谢率，形成难瘦易胖体质，这和减肥的根本目标是背道而驰的
P0347,255,唐代以胖为美？从唐代服饰探究其真假,体态之“丰腴”,,,,,,,,“胖”之女身，缘由多之 唐代之所以欣赏女子体态之“丰腴”，除了与女性服饰有关之外，还有着许多其他的缘由
P0024,256,"41岁发福松弛的蒋欣,打脸了多少“假冻龄”女神",看得出微微发福,身材看起来有些丰腴,,,,,,,蒋欣在《梦想城》里还看得出微微发福，加上她本来骨架子就比较大，所以身材看起来有些丰腴，不过好在在剧里蒋欣出演的“商业精 英”并没有过度强调时尚靓丽的穿着打扮
P0472,257,彻底放飞自我?阿娇最新演出胖成“阿爆”演出划水,变胖了,会败光观众的好感,,,,,,,真心建议阿娇能拿出来之前参加《浪姐》的那种劲头，尊重每一次的表演，对得起观众的期待，变胖了还可以再努努力瘦回来，但要是 心态变得懒惰不尊重舞台敷衍了事，最终只会败光观众的好感
P0545,258,新西兰亚裔肥胖危机：住得越久越胖？三大原因揭示真相！澳洲健康产品推荐助力改善体重管理,“越住越胖”的魔咒,,,,,,,,结语：如何摆脱“越住越胖”的魔咒
P0884,259,"老戏骨林雪健康令人担忧!体重飙升,做运动表情痛苦",庞大的肚腩,没能够遮盖住大肚子,,,,,,,只不过，林雪一起身，那庞大的肚腩便脱颖而出，尽管其努力提了提裤子，但还是没能够遮盖住大肚子
P0247,260,冯巩67岁大寿 贾玲搂恩师合影 复胖身形引关注,复胖,,,,,,,,至于网友们疯传的贾玲复胖20斤，潼娅也给出了肯定的证实，坦言贾玲并没有复胖，现在仍然像电影里一样瘦
P1072,261,长期被“冤枉”的5 个好东西 以为有害，其实可以放心吃, 全脂牛奶,更容易长胖,,,,,,,04 全脂牛奶 全脂牛奶更容易长胖，用脱脂奶代替 更好
P0227,262,全球女性罩杯排名出炉：挪威D罩登顶，澳洲平均B罩,体 重较大,,,,,,,,研究人员认为，这种差异可能是因为遗传因素，挪威女性可能天生倾向于拥有较大的胸围，这与通常认为体 重较大的女性胸围也较大的趋势有所不同
P0837,263,立冬鍋物儀式感小心血壓失控 別睡前4小時進補,中度肥胖,,,,,,,,这名女性本来就患有高血压、中度肥胖，在投入减重行列后，开始改变饮食习惯，饭后到附近操场散步，2个月内成功从80公斤减到72公斤，血压却持续上升，甚至达160/90毫米汞柱（mmHg）
P0521,264,报告：全球45%的人口正在努力减肥！一年“胖死”280万人！澳洲所在地的风水不好？大洋洲都要胖炸了！,现代生活方式带来的诸多变化,饮食结构、睡眠、压力和生活规律等，都会刺激调定点上升,引发“重复肥胖”,,,,,,而现代生活方式带来的诸多变化，包括饮食结构、睡眠、压力和生活规律等，都会刺激调定点上升，引发“重复肥胖”
P0237,265,全英最胖小镇：80%都胖子，全镇仅一家蔬果店？！胖到走红后，他们不愿意了...,美国的胖子,,,,,,,,他是加拿大人，我喜欢，但对他来说，他家乡的肥胖人群更多，美国的胖子也比这里要多得多
P0888,266,肚子越大，脑子越小？肚子大可能“藏”着这些风险, 男性腰围≥85厘米,女性腰围≥80厘米,腰上….太多脂肪,堆积,较高的疾病风 险,,,,《中国成人超重和肥胖症预防控制指 南》明确规定： 男性腰围≥85厘米 女性腰围≥80厘米 即为超标 即使那些体重在正常范围的人，如果腰上堆积太多脂肪，也同样有较高的疾病风 险
P0933,267,英国最胖的城镇:麦当劳门前车辆排长队,体型偏胖,,,,,,,,走在街头，你会发现这里的居民普遍体型偏胖，五分 之四的人口被归类为超重或肥胖
P0060,268,BMI無肥胖少女高血脂 醫：有家族遺傳飲食要忌口,爱甜食和油炸物,正常偏过重,血脂肪异常,惊觉不妙,家族遗传,,,,15岁的小宜爱甜食和油炸物，BMI值不到肥胖，为正常偏过重，直到学校健康检查发现血脂肪异常才惊觉不妙，被医师提醒有家族遗传，饮食要忌口，幸好调整习惯后，血脂数值已正常
P0927,269,腹部、大腿還是手臂?,身材像苹果,脂肪集中在腰腹,像梨子,脂肪多长在大腿和臀部,,,,,"有人身材像苹果,脂肪集中在腰腹;有人像梨子,脂肪多长在大腿和臀部"
P0629,270,"没想到!如果胖得「稳定」,其实是一种长寿优势",肚子往往跟着体重一起长,,,,,,,,由于肚子往往跟着体重一起长，怎么才能做到适量增重的同时不增大腰围呢
P0202,271,健康生活 仁心仁術  髖關節僵硬(Stiff Hip),很 胖,有肚腩,,,,,,,当然如果你很 胖和有肚腩的话就例外
P0086,272,一个容易长胖的人，可能是蛋白质没吃够,长胖,,,,,,,,很多人害怕长胖，会在饮食中限制肉蛋奶等食物的摄入量，尽量少吃甚至不吃
P0290,273,华人惊恐发现，来了澳洲以后体重开始超标！全球肥胖榜，澳洲排名靠前，据说与地理位置有关？,慢慢压垮我们的身体,过重的体重,身体里的骨头无法负重,身体骨骼慢慢变形,,,,,而且肥胖也会慢慢压垮我们的身体，过重的体重会导致身体里的骨头无法负重，以至于身体骨骼慢慢变形
P0328,274,吃面食和吃米饭哪个容易胖？主食这样搭配，控糖又不胖！,吃面食,全身性肥胖,中心性肥胖,,,,,,吃面食的人，确实更易发胖 2022年发表在《营养素》上的一项研究发现，在男性群体中，相较于更倾向于吃面食的人群而言，经常选择米饭作为主食者其全身性肥胖及中心性肥胖的风险显著降低
P0918,275,胖一点的老人和瘦一点的老人，谁更长寿？调查55万人后给出答案,微胖,更健康和长寿,,,,,,,如今，很多年轻人为了健康着想，会刻意控制体重，但对于中老年人而言，体重微胖的人可能会更健康和长寿
P0192,276,侮辱or玩笑？华人也在用的“修图神器”引发争议，已紧急下架,肉肉的,当作侮辱,感到不适,,,,,,反对使用“胖胖滤镜”的人表示：“我认为，人们完全有权利因为‘胖’或‘肉肉的’被当作侮辱而感到不适
P1095,277,面相变了!贾玲最新露面 体重竟反弹回归原状,复胖,,,,,,,,出于对她的关心，一些网友开始去查找贾玲近期出席的其他活动情况，这一查才发现，原来她的 “复胖” 早有端倪
P0869,278,【美女】130斤的健身小姐姐有多绝？！大码的“粗腿肥臀”太炸了,恰到好处的肉感,赏心悦目的曲线,梦寐以求的身材,希望达到的目标,,,,,恰到好处的肉感，赏心悦目的曲线，这是多少人梦寐以求的身材，又是多少健身女 孩希望达到的目标
P0335,279,吴奇隆发福变油腻 与《英雄本色》女主亲如母子,身形 胀爆了不少,霎眼间差点认不出来,被网民吐槽,男神崩坏了,,,,,反而53岁的吴奇隆身形 胀爆了不少，脸上留低了不少岁月痕迹，霎眼间差点认不出来，被网民吐槽男神崩坏了
P1009,280,身材决定寿命？研究发现：大腿粗、屁股大的人，可能更长寿,腰围越大痴呆越早,,,,,,,,今天全部说清楚…》.科普中国.2020-09-13 [2]《腰围越大痴呆越早
P0459,281,巨石强森变“鹅卵石”:大肌霸的诸神黄昏,最强胖子,鲸吞万物,超级肉墩,,,,,,曾记否，外服最强胖子“鳄梨小哥”，眼瞅着从拉小提琴的文艺素食青年，变成了鲸吞万物的超级肉墩
P0164,282,亚洲首富之子减肥超200斤，又胖回去了！近照曝光,患有哮喘和服用类固醇,再次发胖,,,,,,,随后，健康专家们指出，阿南特患有哮喘和服用类固醇可能是他再次发胖的原因
P0421,283,子宮內膜過厚恐罹癌 醫籲多囊等6族群定期檢查,,,,,,,,,医师提醒，子宫内膜太厚需高度警觉罹癌风险，吁多囊性卵巢症候群、早发月经或晚停经者、从未怀孕或不孕女性、肥胖者（BMI大于30）、糖尿病与高血压患者及有子宫内膜癌家族史者等族群，应定期检查子宫内膜状态，以预防癌症风险
P0451,284,小李子为爱减肥？恋爱后怒减小肚子，瘦出下颌线,啤酒肚,双下巴,后背手臂的脂肪丰厚,毫无锻炼痕迹,盖不住挺起的肚腩,,,,啤酒肚和双下巴一个不差，给卡米拉拍照时可以看出，后背手臂的脂肪丰厚，毫无锻炼痕迹… 2022年底，他和23岁的女演员维多利亚·拉马斯短暂约会期间，穿黑色都盖不住挺起的肚腩
P0247,285,冯巩67岁大寿 贾玲搂恩师合影 复胖身形引关注,胖乎乎,可爱,,,,,,,只是瘦下来的贾玲，除了两个小酒窝没变，其他五官都没有胖乎乎时候的她可爱，眼角的皱纹明显，皮肤肉眼可见的松弛垮塌了
P0475,286,徐静蕾首回应秘密生女传闻 晒49岁近照认胖了很多,身形较为丰腴,双下巴也冒出来,好像是胖了一点,特别的，不是一点,,,,,」并配图三张在家里玩VR健身游戏supernatural的 照片，画面中，徐静蕾身穿格子衬衫和贴腿七分裤，戴着VR眼镜，随着情境手足舞蹈，相当投入，眼尖的 网友发现，徐静蕾的身形较为丰腴，双下巴也冒出来，便留言：「好像是胖了一点啊哈哈」，想不到钓出徐静 蕾本尊回复：「特别的，不是一点
P0347,287,唐代以胖为美？从唐代服饰探究其真假,显得更加“多肉,胖才好看,,,,,,,在女子服饰的开放化之后，男子眼中的女子会显得更加“多肉”，女子的体态会展现得更加明显，这也是为何说出唐代女子胖才好看的观点
P0126,288,中国人真的，越来越胖了,肚子大,,,,,,,,〓 2018 年一个抽查约18 万人的研究结果发现，中国成年居民中知晓自身体重状况者不到一半，知晓腰围者仅有约十分之一 / [31] 这样就造成很多人四肢不胖，但肚子大的问题
P0928,289,良医支招减重秘籍：吃对动好心情佳，告别肥胖就这么简单！,赘肉,困扰,,,,,,,想要甩掉赘肉、远离肥胖困扰
P0848,290,總是吃不停 四招趕走假食慾,假食欲,变胖,,,,,,,"」开始指导患者饮食后,我发现很多人都是因为「假食欲」 而变胖"
P0645,291,清华学霸杀妻案又开庭！拖了359天还没初审，凶手却养得白白胖胖…,胖了不少,脸颊饱满,手臂粗 壮,,,,,,尽管 此次庭上出具了尸检报告，但辩护律师以忙于其他案件为由，又双叒申请了择期开 庭... 去年10月5日，第三次认罪听证会上，陈立人甚至都胖了不少，脸颊饱满，手臂粗 壮
P0135,292,中国胖子，即将反超美国,逐渐变胖,,,,,,,,二者间有一点差异，但即便标准略有不同，中国人逐渐变胖的大趋势还是很明显的
P0427,293,孩子身体出现这个变化，可能大脑正在偷偷变笨！要警惕,胖孩子,继续肥胖,,,,,,,美国有一项长期追踪的研究发现，78% 的胖孩子成年后可能会继续肥胖[4]
P0427,294,孩子身体出现这个变化，可能大脑正在偷偷变笨！要警惕,大脑明显出现了变化,,,,,,,,结果发现：BMI 显示超重和肥胖的孩子，和 BMI 正常的孩子相比，大脑明显出现了变化[1]
P0490,295,惊人报告！澳洲超市里的这些东西，吃多了中风早死风险飙升！吓得手里可乐都掉了！,胖一点,能勉强接受,,,,,,,胖一点还能勉强接受，中风早死就算了吧
P0005,296,4成過年變胖均增1.7公斤 營養師：冬天瘦身黃金時期,农历年,变胖,,,,,,,国内近4成民众过完农历年后变胖，平均增1.7公斤
P0420,297,「婉君」俞小凡復出想拍戲 最近煩惱是「吃不胖」,吃胖,,,,,,,,平日她多会在餐厅帮忙招呼客人，下午上健身房，数十年如一日的修长身材其实让她很苦恼，「我真的怎么吃都不胖，还想要别人教教我怎么吃胖」
P0130,298,中国男人配不上中国女人？,脑袋大,脖子粗,不是老板是伙夫,,,,,,” 除了动力不足，中国男人改善外表的能力也不够 1、政商界男性更需要去会所而不是健身房 官员的身材欠佳，商人的也好不到哪里去，不是有句话叫“脑袋大脖子粗，不是老板是伙夫”吗
P0274,299,"别超重!体重如果达到这个数,等于大脑早衰了12年",大肚子,,,,,,,,2023年，国际权威期刊《衰老与疾病》刊登的研究显示，内脏脂肪（表现为大肚子）和皮下脂肪（能捏起来的肉）升高，与脑容量减少有关
P0567,300,曾因救人昏迷又遇丧女，南京胖哥切胃瘦100斤后再生子，本人回应“生死5年”：我在苟活，但并不卑微,南京胖哥,,,,,,,,事发后，“南京胖哥”邱绍春的故事在网上传播
P0491,301,惊人的因果定律：人品好的人，根本不会吃亏,,,,,,,,,别盯着他人的短处不放：在矮的人面 前不谈身高，在胖的人面前不谈身材，在 皮肤黑的人面前不谈肤色…… 身处山顶别瞧不起山下的人：与穷人 交谈不炫耀金钱，与孤寡老人交流不炫耀 儿孙满堂，与不幸之人交谈不炫耀自己的 幸福…… 做人，唯有尊重别人，才会被人尊重
P0125,302,中国亲戚逼疯外国小哥！崩溃发帖：为啥见面第一句就是评价我长相？评论亮了...,比一般人胖一点,别人拿你的外貌开玩笑其实很常见,,,,,,,人们只是单纯地在说，有时候如果你比一般人胖一点、单眼皮，或者身高比较矮，别人拿你的外貌开玩笑其实很常见
P1008,303,身体胖寿命短？医生却说：恭喜你！这2个地方“胖”是好事！,,,,,,,,,但有两个部位发胖却是例外，即臀部、大腿
P0888,304,肚子越大，脑子越小？肚子大可能“藏”着这些风险,腹 型肥胖,,,,,,,,而对于腹 型肥胖导致的高血压患者来说，随着体重的下降，血压也会有不同程度的下降
P0831,305,私教立即请回家，看到的人都别错过...,体重稳如泰山,甚至还重了,,,,,,,为了拥有好身材，每天吃得比兔子少，跳绳跑步不带停，可往体重秤上一站，体重稳如泰山甚至还重了
P0347,306,唐代以胖为美？从唐代服饰探究其真假,显得更加“珠圆玉润,,,,,,,,因此，胖并不能作为唐朝的真正审美特征，况且，唐朝时期被称赞的美女本不胖，只是相较于其他女子会显得更加“珠圆玉润”而已
P0079,307,USANA优莎纳蛋白营养粉——甩掉游泳圈，赢回人生C位,糖尿病风险越高,可能得终身“抱”着药瓶子,,,,,,,胖得越久，糖尿病风险越高，可能得终身“抱”着药瓶子
P0108,308,不是错觉：过了这个年纪，长胖真的更容易,高能量食物吃得多,能量摄入也随着升高,,,,,,,高能量食物吃得多了，能量摄入也随着升高，自然就更容易长胖
P0552,309,日本全球最瘦，却又全球最“寿”！日本人为啥这么瘦、又那么寿？,胖子,,,,,,,,相反，运动最积极的美国，40%的人健身到嗨，可胖子还是比日本多了好几倍，所以，日本人“瘦”真跟运动没多大关系
P0059,310,"BMI:肥胖的伪标准,难道我们被骗了100多年吗?",内脏肥胖,,,,,,,,这主要因为哪在相同的BMI人群中，东亚人的体脂量更大，且更倾向于内脏肥胖
P0179,311,体重120斤以上的女人，别再穿阔腿裤了！换成这3种打扮更时尚显瘦,,,,,,,,,一次显瘦多种风格! 即使微胖女性在穿搭方面选择了时尚又显瘦的衣物，但如果它们搭配不当依然会显得怪异并让人直观地认为她们没品位
P0345,312,哪种体型的人更长寿？研究发现：这个部位“细”点好！,太多肥肉脂肪聚集在腰腹部,腹 型肥胖,腰围增加、超标,,,,,,”太多肥肉脂肪聚集在腰腹部，意味着腹 型肥胖，腰围增加、超标
P0239,313,关晓彤最新状态惹争议:发福脸肿 年龄感尽显,整个上半身…..很壮,多次被吐槽,,,,,,,但几乎每次关晓彤工作室晒出她的vlog，都能看见她为了身材努力的样子，甚至还搭配饮食，但是面部状态依旧很难维持，整个上半身也多次被吐槽很壮
P0682,314,澳洲42岁母亲体重高达247斤！多次减肥无果，心态爆炸的她不运动减下100斤！从此人生像开了挂一样！,胖子,,,,,,,,我就要做一个有骨气的胖子
P0871,315,【美女】对不起！男人眼中的微胖，长这样,浑圆的曲线,太吸睛,,,,,,,（浑圆的曲线简直不要太吸睛啊
P0657,316,潘帅变潘叔？44岁潘玮柏中年发福不敢认，胖至200斤老10岁，网友：快减肥,胖子,,,,,,,,而且潘玮柏不但在演唱会上庆祝生日，还摆出了两排人形立牌，都是自己以前各个 时期的造型，其中一张，就是他穿红西装的胖子图
P1012,317,辛芷蕾在国外带火了一种贵妇穿法：短外套+短裤，微胖圆脸真优雅,屁股大,微胖身材,,,,,,,搭配高腰短裤 下半身配上一条高腰的短裤和上衣，材质面料相同，颜色也相同，这样可以保持上 下的整体统一协调性，宽松的短裤还能藏住屁股大的问题，微胖身材可以试试
P0057,318,3900万新病例？儿童肥胖正在改写一代中国人的健康轨迹,一代更胖的国人,,,,,,,,这些肥胖的孩子所带来的，可能是一代更胖的国人
P0057,319,3900万新病例？儿童肥胖正在改写一代中国人的健康轨迹,一胖误终身”,,,,,,,,这就是肥胖的轨迹效应，所谓“一胖误终身”
P0840,320,第一批打司美格鲁肽减肥的人，已被反弹劝退,反弹,越来越胖,,,,,,,” 反弹，被减肥药捆绑的年轻人 不可否认的是，人类确实越来越胖了
P0993,321,赌王女儿何超盈暴瘦？结婚时发福似两百斤，减肥速度堪比贾玲,结婚生娃,胖成球,,,,,,,四太大女何超盈结婚生娃时胖成球，婚后立马瘦成一道闪电
P0305,322,“只吃汉堡也能瘦”“只喝奶茶也能瘦”？真相出人意料,饮食不规律,一顿饥一顿饱,更容易长肉,,,,,,“饮食不规律，一顿饥一顿饱反而更容易长肉” 程璐是艺考生，在高中时为了艺考曾严格控制体重
P0731,323,"澳洲超市最受欢迎的超级水果, 竟能解决困扰无数人的问题! $2就能买到",腹部肥胖,,,,,,,,这项研究成果刊登在《美国心脏协会杂志》上，研究人员找了969名25岁及以上、腹部肥胖的成年人来参与试验
P0760,324,王宝强将再当爹？冯清现身公司有助理陪伴，肚子凸起明显疑怀孕,整个人都变得很大只,似乎发福发胖了不少,肚子也有点凸起,怀孕的既视感,,,,,穿着十分宽松，丝毫不能够体现身材，重点是冯清整个人都变得很大只，似乎发福发胖了不少，尤其是冯清肚子也有点凸起，看上去就是怀孕的既视感
P0535,325,整天滑3C不離手 兒童青少年脂肪肝比例增,脂肪肝,胖一点,为长高储备能量,,,,,,「许多家长以为脂肪肝是大人病，甚至认为孩子胖一点是在为长高储备能量
P0303,326,发胖真有“分界线” 从这个年龄开始代谢急转直下,25岁后,悄然设下了一道“发福界线”,,,,,,,这不禁让人疑惑，难道说，身体在25岁后就悄然设下了一道“发福界线”
P0273,327,"别看潘粤明现在胖若两人,顶顶跟他发福前一模一样",胖若两人,,,,,,,,别看现在潘粤明胖若两人，糙成叔，恍若退圈般变样，年轻那会却是教科书式的“鲜肉”
P0980,328,调查：10年间德国严重超重人数增加近1/3,极度肥胖,,,,,,,,更令人担忧的是，25岁至34岁之间极度肥胖的年轻男性数量不断增加
P1012,329,辛芷蕾在国外带火了一种贵妇穿法：短外套+短裤，微胖圆脸真优雅,圆脸微 胖, 圆 圆 的 脸 蛋,圆润的脸蛋,微 胖 的 身 材 ,显得相当的贵气,,,,"人们的审美是在一直变化的,很多人都觉得瓜子脸,大眼睛才是真正的美女,但是也有一些 美女可能长着一张圆润的脸蛋,她们的身材可能也没有那么的苗条,比如辛芷蕾就是圆脸微 胖 的 代 表 , 虽 然 她 有 着 圆 圆 的 脸 蛋 的 和 微 胖 的 身 材 , 但 是 她 候穿上了短外套和高腰短裤更是显得相当的贵气"
P0924,330,脂肪肝泛滥背后，是中国人的代谢危机,中心型肥胖,脂肪过多….在腹腔,堆积,中心型肥胖,,,,,中心型肥胖的形成，主要是由于脂肪过多堆积在腹腔 比起BMI，衡量中心型肥胖常用的指标是腰围、腰臀比（腰围除以臀围）
P1002,331,趙露思抑鬱症未癒 近況公開,微长了点肉,,,,,,,,"据报道,赵露思因为健康亮红灯而瘦到 36.9公斤,不过最近微长了点肉,胖了4公 斤"
P0682,332,澳洲42岁母亲体重高达247斤！多次减肥无果，心态爆炸的她不运动减下100斤！从此人生像开了挂一样！,胖仙女,食物中寻找安慰,爱吃甜食,不爱运动,一度把油炸薯片当成自己的一日三餐,生活习惯不规律,比同龄孩子大一个size,猪猪女孩,她和普通的胖仙女们一样，喜欢从食物中寻找安慰，爱吃甜食，不爱运动，并且一度把油炸薯片当成自己的一日三餐...... 生活习惯不规律是一方面，另外几乎家族中的大部分人都超重，而且Kim从小就比同龄孩子大一个size然而她也并没有放弃治疗，像很多猪猪女孩们一样，尝试过各种各样的减肥方式
P1070,333,长期不运动，身体会发生哪些变化？人生变好，从坚持运动开始！, 腰腹部更容易囤积赘肉,上班长时间久坐,在家也总是坐着、躺着,日常摄入的热量没法及时消耗,赘肉,,,,1 腰腹部更容易囤积赘肉 上班长时间久坐，在家也总是坐着、躺着……日常摄入的热量没法及时消耗，赘肉不找上你才怪
P1029,334,追求长寿第一步：把自己吃胖一丢丢,微胖,,,,,,,,两位体重一样的女性，哪位看起来更健康呢 另外，研究者还提出，高血压、糖尿病之类的疾病，对偏瘦的人更具攻击性，更难治一点，因为他们没法跟微胖的人一样，后者 光是靠减掉多余的体重，就能对疾病有较好的控制，甚至彻底逆转疾病
P0018,335,30歲男每天10顆慢病藥 手術加調整生活減100公斤,,,,,,,,,术后15个月，体重降至80公斤，身体质量指数（BMI）改善至26.7，多项共病症状几乎完全缓解，血糖回稳，血压与血脂都恢复正常，脂肪肝改善，不再受睡眠呼吸中止症状所苦
P0474,336,"徐静蕾退圈后长居美国:到处吃喝玩乐,模样发福",发福了一些,看上去虎背熊腰,腿比起之前也粗了不少,,,,,,或许就是“心宽体胖”，徐静蕾眼瞅着也发福了一些，看上去虎背熊腰的，腿比起之前也粗了不少
P0019,337,33岁张含韵被骂“爆肥”！1.62米55公斤，本人晒秤自嘲“真的胖”,多年的….焦虑,看起来就像胖了十斤,,,,,,,此前，她在录制综艺时曾表示，自己有多年的“减肥焦虑”，“可能体重没长多少，但脸看起来就像胖了十斤
P1085,338,陳展鵬唔覺老婆發福 郭珮文不介意身材,发福孕味浓,,,,,,,,单文柔早前被指发福孕味浓，他否认：「佢好惨，暂时没有怀孕，太太喜欢笑才错觉面形较圆，在我眼中一点也不肥，最紧要她健康，身形不必太瘦
P0734,339,澳洲这个家家必备的食物，其实一直都被冤枉了！,,,,,,,,,然而，如今它却常被贴上“高碳水”“易发胖”的标签，甚至被一些人视为饮食大敌
P0983,340,"谷歌杀妻案最新: 清华学霸胖到认不出, 前女友关键“日记”提交",明显胖了不少,,,,,,,,和被捕后第一次出庭时两颊凹陷的照片(上图右)相比，陈立人明显胖了不少
P0871,341,【美女】对不起！男人眼中的微胖，长这样,微胖,更受男性青睐,,,,,,,这也难怪，微胖的女生更受男性青睐
P0871,342,【美女】对不起！男人眼中的微胖，长这样,微胖,触摸手感太好了，软绵绵的,,,,,,,2、微胖女生的触摸手感太好了，软绵绵的
P0192,343,侮辱or玩笑？华人也在用的“修图神器”引发争议，已紧急下架,嘲笑和恐惧胖人,社会变得更容忍,,,,,,,它在更大尺度上，让社会变得更容忍嘲笑和恐惧胖人
